GEOID,alt_transport_pct,alt_transport_pct (normalized)
13067030104,18.544474393531,0.3568681484288211
13067030107,8.864579403998492,0.6925718548549404
13067030108,4.832535885167464,0.8324051851965086
13067030109,11.529184756391702,0.6001619791353613
13067030110,7.270560190703218,0.7478532560061233
13067030111,21.610169491525426,0.25054827530188983
13067030112,10.526315789473683,0.6349419875567514
13067030113,7.131192161132281,0.7526866105140866
13067030220,5.172413793103448,0.8206180456097829
13067030233,5.213464696223316,0.8191943793050988
13067030235,6.75314765356734,0.7657973872860272
13067030236,5.156854318865492,0.8211576561300802
13067030240,8.148417606402328,0.7174087120846733
13067030241,7.343234323432343,0.7453328799333607
13067030242,15.670588235294115,0.45653598947566254
13067030243,9.212283044058744,0.6805133148777711
13067030244,6.295620437956205,0.7816646650031482
13067030245,6.981222917669716,0.7578876205389624
13067030246,19.411764705882355,0.3267900770531854
13067030247,3.5211267605633805,0.8778855240066598
13067030248,6.538461538461539,0.7732428115015975
13067030249,4.967855055523086,0.8277122471958367
13067030250,9.185642609031262,0.6814372187826379
13067030251,2.9867892016082718,0.8964166236950231
13067030252,3.7562284400153314,0.8697320775834938
13067030253,7.479387514723204,0.7406110176603182
13067030254,4.604604604604605,0.8403099585208211
13067030255,18.226763348714567,0.3678865298712568
13067030256,2.6853829722306988,0.9068695458033091
13067030257,6.974459724950884,0.7581221715196746
13067030258,8.754863813229571,0.6963768476274537
13067030259,11.593554162936435,0.5979296152119009
13067030260,11.060668592653736,0.6164103591908745
13067030261,9.623797025371829,0.6662417996472485
13067030262,2.9511918274687856,0.8976511588269211
13067030263,0.0,1.0
13067030264,3.002450980392157,0.8958734652007768
13067030265,3.959484346224678,0.862683058855371
13067030266,0.913621262458472,0.9683151475910967
13067030267,26.920950801547814,0.06636766469392485
13067030268,6.021780909673287,0.7911615598258673
13067030269,8.885424785658614,0.6918489263631813
13067030270,8.447043534762832,0.7070522122368992
13067030271,2.6899798251513114,0.9067101245941933
13067030272,4.408163265306123,0.8471226445849905
13067030273,11.622125543816034,0.5969387451178177
13067030274,7.197330791229743,0.7503928890134222
13067030275,15.003695491500368,0.47966417073406875
13067030276,6.492718446601941,0.7748292053103385
13067030277,2.2915340547422023,0.9205284275903304
13067030278,13.67942402425161,0.5255905821621367
13067030319,5.516265912305516,0.8086930783448039
13067030322,7.699852869053457,0.7329651664742004
13067030324,5.385735080058224,0.8132199543321661
13067030326,7.906976744186046,0.725782004606583
13067030327,5.695652173913043,0.8024718710932074
13067030329,3.7852452684434144,0.8687257591407244
13067030331,3.8253638253638256,0.867334427078836
13067030332,3.3974358974358974,0.8821751863684771
13067030334,12.42149337055129,0.5692162602641078
13067030335,4.4111349036402565,0.8470195866485144
13067030337,3.063457330415755,0.8937577337966038
13067030340,8.180466038671295,0.7162972560710004
13067030341,7.158836689038031,0.7517278841549271
13067030342,2.864583333333333,0.9006547856762513
13067030343,2.435129740518962,0.9155484558040469
13067030344,11.016002977298102,0.6179593855636712
13067030345,4.660945650344943,0.8383560222540116
13067030346,19.33941764450239,0.32929911012436597
13067030347,11.28307538691962,0.6086971778753595
13067030348,14.37937062937063,0.5013160760964275
13067030349,1.530343007915567,0.9469269222015224
13067030350,10.256410256410255,0.6443024494142706
13067030351,0.5979073243647235,0.9792642683515046
13067030352,0.2522704339051463,0.9912511323960371
13067030353,6.313744536182613,0.7810361120119417
13067030354,6.072712744706353,0.7893952177514778
13067030355,3.182179793158314,0.8896403780998929
13067030356,4.178636719770175,0.8550827425140407
13067030357,5.728727885425442,0.8013247885102455
13067030358,4.642058165548098,0.8390110498817105
13067030359,2.1671826625387,0.9248409974381546
13067030360,5.375426621160409,0.8135774569562421
13067030361,1.9039376893119864,0.9339704676757776
13067030362,16.626506024096386,0.42338427191192884
13067030363,1.0712035286704475,0.9628501140456304
13067030364,4.401544401544402,0.8473521901636918
13067030365,1.0393466963622866,0.96395492527472
13067030366,7.020057306590258,0.7565408240797532
13067030367,5.5682684973302825,0.8068896021133539
13067030368,2.572347266881029,0.9107896818466659
13067030369,3.642987249544627,0.8736593399558884
13067030370,6.518365235385411,0.7739397615651481
13067030405,7.956318252730108,0.7240708158677784
13067030407,5.689129698611581,0.8026980738708348
13067030408,10.220214568040657,0.6455577343895165
13067030409,5.191100969766115,0.8199699647705714
13067030410,6.123893805309734,0.78762023240691
13067030411,22.132796780684107,0.232423293756147
13067030412,11.82087586433981,0.5900459824044453
13067030413,11.145590897336437,0.6134652102537156
13067030414,15.755278830536003,0.4535988763403568
13067030505,14.177852348993287,0.5083048330724533
13067030506,8.279623202776401,0.7128584349324669
13067030507,18.12080536912752,0.371561206767159
13067030508,9.310344827586208,0.6771124820976093
13067030509,2.6624068157614484,0.9076663706546628
13067030510,3.160919540229885,0.8903776945393118
13067030511,7.954545454545454,0.724132297415045
13067030602,4.040404040404041,0.8598767224965308
13067030603,8.663101604278074,0.699559207941091
13067030604,11.55881155881156,0.5991345064827494
13067030700,22.859875657580105,0.20720782663568038
13067030800,24.13793103448276,0.1628842128456538
13067030906,8.879263670817542,0.6920625969753214
13067030907,4.951033732317737,0.8282956192833577
13067030908,20.294244915620943,0.29618521227135675
13067030909,1.530612244897959,0.946917584925344
13067030910,23.421926910299003,0.18771560188084446
13067030911,8.986175115207374,0.6883548534326644
13067030912,28.39065541855938,0.015397557289258623
13067031001,22.928452579034943,0.20482954394433128
13067031004,21.83310533515732,0.24281674628392103
13067031005,10.469591993841416,0.6369091977854678
13067031006,27.487765089722675,0.046710255434697645
13067031007,8.156711624919717,0.7171210712827363
13067031101,12.24751522924014,0.5752499111392917
13067031110,20.689655172413797,0.28247218243913175
13067031111,5.180069067587568,0.8203525567774343
13067031112,13.93562545720556,0.516705385501705
13067031113,6.382978723404255,0.7786350350078173
13067031114,11.63269979390886,0.5965720247192311
13067031115,15.564932020628222,0.4602002010098424
13067031116,10.817425354870288,0.6248461590187956
13067031117,4.357723577235772,0.8488719187511364
13067031118,3.9974619289340105,0.8613659768735505
13067031119,15.857787810383748,0.4500438125184806
13067031120,7.4029126213592225,0.7432632060547784
13067031121,2.8720626631853787,0.9003953986936828
13067031122,14.41317776252574,0.5001436274370067
13067031207,17.238421955403087,0.4021627146137364
13067031209,2.775721687638786,0.9037365529734217
13067031212,0.0,1.0
13067031213,1.6364699006428989,0.9432463873115697
13067031214,1.6862170087976538,0.9415211321709313
13067031215,12.23548562126967,0.5756671040930279
13067031216,4.097560975609756,0.8578944907659939
13067031217,3.3154722036168787,0.8850177291684945
13067031218,6.458635703918723,0.7760112122490808
13067031219,0.9321595028482652,0.9676722319379619
13067031220,11.18378024852845,0.6121407840326636
13067031221,4.064109902690326,0.8590545910744297
13067031306,6.459426725878078,0.775983779203174
13067031308,28.83463841547674,0.0
13067031314,2.328556806550665,0.9192444596322445
13067031315,2.047531992687386,0.92899054383188
13067031316,18.565294266228847,0.35614610460091334
13067031317,20.29250457038391,0.2962455683338103
13067031318,14.409346603202078,0.5002764940007713
13067031319,17.3341303048416,0.3988435001308128
13067031320,22.347893915756632,0.22496361515802477
13067031321,24.154987633965376,0.16229268125656815
13067031322,19.38083121289228,0.32786286640272944
13067031323,7.625272331154684,0.7355516576527665
13067031324,2.9966703662597114,0.8960739398538365
13067031325,9.013282732447818,0.6874147474098369
13067031409,9.295071740486588,0.6776421605655529
13067031410,20.74391988555079,0.28059025444839036
13067031411,10.627576729271643,0.6314302064017774
13067031412,9.21595598349381,0.6803859354606221
13067031413,4.658525554047943,0.8384399524307016
13067031414,2.127659574468085,0.9262116783359391
13067031415,7.601572739187418,0.7363735716169987
13067031416,7.177289769683985,0.7510879218852407
13067031417,23.93822393822394,0.16981015703060431
13067031506,13.01482701812191,0.5486391460648137
13067031507,7.0729872084273895,0.7547051880272226
13067031510,12.834890965732088,0.5548794203417833
13067031511,3.336067815149029,0.8843034628324514
13067031512,6.88443976115209,0.7612441098808117
13067031513,0.7952871870397643,0.9724190338168798
13067031514,5.420827389443652,0.8120029351041187
13067031515,2.7427078798432736,0.9048814887038379
13067031516,3.4585569469290403,0.880055477128068
13067031517,10.619469026548671,0.6317113856767226
13067031518,8.53008377760853,0.704172334166324
